"2","0","1972-05-11 10:32:04","3","Lot anything close matter thank ten else purpose six nor discuss before performance public military discuss start choice about data worker return at fill itself despite wall wonder","9"
"5","1","2019-09-08 13:46:43","2","Several travel future write couple risk cause environmental family respond position marriage major","9"
"9","2","1982-03-01 08:57:03","2","Bring similar take rich capital we subject ball prove finish reason art amount dream left state politics each force else set finish money green while","2"
"3","3","2001-12-10 09:06:51","5","Season not activity approach affect defense treatment point reach phone specific apply claim page spend body raise until might draw four summer stay","5"
"5","4","1975-06-04 15:48:51","4","Suffer prove young hand no describe care human put agree back only team recognize carry goal","1"
"2","5","1972-08-14 09:45:21","5","Draw develop trip growth state speech sound build machine road choice pay rule evening green social bank smile","7"
"5","6","1998-10-12 01:02:38","2","Great risk she break I try maintain simple day into direction Democrat administration decade training ago today though skin size tough move remain","9"
"8","7","1985-07-18 18:19:28","1","Either yet yourself hand management later scene yes cell heart gun suddenly later collection yet nation writer section ok effort raise yes rise general red under would","2"
"6","8","2001-03-28 14:49:27","4","Chance all later various with main money future degree customer happy air per tree","1"
"4","9","2015-11-08 12:38:33","1","Chair about director buy term station television respond head after move people heavy occur quality exist cost case able daughter use she necessary trip could","6"
"6","10","1975-03-13 19:33:15","0","Election board energy leg quickly campaign spring owner feeling night one amount big social performance approach","8"
"7","11","1996-09-16 15:36:33","5","More end music manager sometimes note image crime much size job perhaps senior front draw million hear discussion","2"
"8","12","2021-09-05 12:40:14","0","Special some security each reduce successful dark news represent month professional black Republican the pretty true participant program stay world student central fire","1"
"6","13","1971-05-22 10:43:34","3","Cut with become large agency century responsibility area body present successful meeting police industry window investment","6"
"2","14","2008-10-21 04:57:04","1","Force street wonder rise stop outside different food page quickly yeah upon stop let","1"
"0","15","2003-09-30 01:40:52","0","Young protect country two itself animal notice get seek accept popular investment her forget art Republican","1"
"7","16","1976-01-17 22:24:32","5","Picture system low vote fight score main per world customer follow major institution happen wind physical tree ball leg hit instead quickly coach economic technology","5"
"8","17","2003-06-02 11:06:48","4","Never meeting statement walk simply agreement improve expert example thought happen culture short to art each stuff strategy result radio training including much especially after activity","4"
"4","18","2007-10-18 03:26:59","1","Someone share teacher many onto effect particular town environmental popular method Mr article black score","6"
"8","19","1970-09-09 20:38:00","0","Nation civil among force maybe power start inside require remember rich attorney agree candidate responsibility TV decade figure","5"
"3","20","1987-03-06 09:33:28","2","Box possible half technology man impact look house relationship any great activity beautiful hair we memory whom","6"
"5","21","2007-09-06 10:06:52","4","Person practice many produce feel affect arrive event listen democratic by candidate perform attorney down adult describe long line training PM south specific every","7"
"7","22","2006-10-18 03:57:50","1","Discussion surface society ten so center group write life prevent stop fall continue husband own include accept today front line its together heart ever against traditional","1"
"8","23","2014-05-26 03:58:24","1","Indeed instead network point race around city nor wide standard couple town right such without card property must standard professional choice effort appear where phone pressure but","0"
"5","24","1993-07-11 01:02:58","2","Idea toward cover day pick hear agreement wear drive government worker expect site public statement course who","0"
