"0","0","65"
"0","1","27"
"0","2","95"
"0","3","24"
"0","4","33"
"0","5","68"
"0","6","35"
"0","7","69"
"0","8","42"
"0","9","24"
"1","0","95"
"1","1","92"
"1","2","72"
"1","3","28"
"1","4","15"
"1","5","52"
"1","6","100"
"1","7","30"
"1","8","14"
"1","9","76"
"2","0","57"
"2","1","73"
"2","2","93"
"2","3","29"
"2","4","67"
"2","5","85"
"2","6","14"
"2","7","20"
"2","8","30"
"2","9","100"
"3","0","1"
"3","1","24"
"3","2","92"
"3","3","99"
"3","4","20"
"3","5","24"
"3","6","72"
"3","7","13"
"3","8","78"
"3","9","87"
