"0","54","831.54","44903.159999999996","1670"
"1","20","3277.77","65555.4","683"
"2","49","1592.59","78036.90999999999","388"
"3","13","3634.93","47254.09","1572"
"4","37","1705.43","63100.91","1621"
"5","62","610.79","37868.979999999996","1565"
"6","48","204.89","9834.72","1879"
"7","76","3903.41","296659.16","738"
"8","72","548.13","39465.36","1751"
"9","47","3972.17","186691.99","1811"
"10","74","3315.85","245372.9","1168"
"11","55","2390.63","131484.65","753"
"12","1","26.94","26.94","512"
"13","26","1073.71","27916.46","364"
"14","59","2824.10","166621.9","41"
"15","63","1581.65","99643.95000000001","1927"
"16","2","1760.16","3520.32","887"
"17","67","1010.92","67731.64","1775"
"18","77","2259.86","174009.22","1221"
"19","3","3859.94","11579.82","718"
"20","45","1642.10","73894.5","648"
"21","55","4792.58","263591.9","1640"
"22","17","3344.37","56854.29","406"
"23","68","2815.75","191471.0","930"
"24","6","4270.91","25625.46","1497"
"25","33","398.29","13143.570000000002","260"
"26","77","1214.27","93498.79","1564"
"27","54","3239.72","174944.87999999998","1738"
"28","33","1450.26","47858.58","741"
"29","84","2773.18","232947.12","802"
"30","84","2180.31","183146.04","198"
"31","12","4453.64","53443.68000000001","543"
"32","97","3115.74","302226.77999999997","1550"
"33","82","4810.98","394500.36","393"
"34","76","2677.08","203458.08","148"
"35","55","1046.96","57582.8","1140"
"36","35","2205.39","77188.65","975"
"37","78","2833.57","221018.46000000002","1634"
"38","85","4.86","413.1","506"
"39","96","2597.39","249349.44","300"
"40","96","2061.41","197895.36","985"
"41","82","446.12","36581.840000000004","610"
"42","9","3771.31","33941.79","620"
"43","100","1786.44","178644.0","1335"
"44","46","2300.57","105826.22","1057"
"45","77","2834.90","218287.30000000002","1175"
"46","12","3976.35","47716.2","1873"
"47","63","2573.82","162150.66","1932"
"48","35","124.91","4371.849999999999","596"
"49","19","3321.81","63114.39","186"
"50","41","1714.84","70308.44","274"
"51","75","1069.75","80231.25","1363"
"52","33","2160.37","71292.20999999999","1906"
"53","28","2389.37","66902.36","426"
"54","26","1342.96","34916.96","751"
"55","13","2659.32","34571.16","1062"
"56","86","734.76","63189.36","1242"
"57","86","635.13","54621.18","287"
"58","0","3061.08","0.0","689"
"59","62","2604.14","161456.68","1884"
"60","60","2159.09","129545.40000000001","1379"
"61","21","2899.96","60899.16","1038"
"62","80","3110.59","248847.2","1364"
"63","4","3930.29","15721.16","1519"
"64","22","2239.29","49264.38","624"
"65","48","2851.00","136848.0","255"
"66","65","1458.96","94832.40000000001","176"
"67","82","1626.81","133398.41999999998","457"
"68","59","3053.09","180132.31","167"
"69","82","2659.37","218068.34","927"
"70","51","509.15","25966.649999999998","1748"
"71","41","962.32","39455.12","34"
"72","14","4299.27","60189.780000000006","1050"
"73","78","3449.00","269022.0","1400"
"74","79","2170.58","171475.82","434"
"75","17","1190.93","20245.81","1612"
"76","79","404.59","31962.609999999997","125"
"77","47","3495.93","164308.71","1464"
"78","71","2572.33","182635.43","1708"
"79","12","540.10","6481.200000000001","626"
"80","42","844.00","35448.0","580"
"81","65","2516.21","163553.65","1410"
"82","21","388.35","8155.35","1740"
"83","4","4123.07","16492.28","580"
"84","82","4112.79","337248.77999999997","1765"
"85","72","1645.70","118490.40000000001","696"
"86","48","2750.86","132041.28","1502"
"87","33","293.62","9689.460000000001","731"
"88","22","4721.14","103865.08","1356"
"89","11","1249.80","13747.8","89"
"90","49","715.06","35037.939999999995","1533"
"91","14","2113.26","29585.640000000003","225"
"92","76","2978.58","226372.08","469"
"93","28","3858.89","108048.92","466"
"94","92","302.45","27825.399999999998","34"
"95","41","4696.60","192560.6","478"
"96","95","4636.01","440420.95","1191"
"97","13","3928.06","51064.78","1087"
"98","17","1625.73","27637.41","1176"
"99","52","307.70","16000.4","1088"
"100","49","2370.26","116142.74","937"
"101","18","4969.30","89447.40000000001","1784"
"102","65","3417.91","222164.15","1768"
"103","3","3320.47","9961.41","1105"
"104","19","2010.95","38208.05","919"
"105","24","2559.75","61434.0","906"
"106","46","3641.48","167508.08","1382"
"107","51","3221.22","164282.22","130"
"108","56","4672.01","261632.56","1008"
"109","71","1110.27","78829.17","418"
"110","78","2101.59","163924.02000000002","1848"
"111","96","3003.29","288315.83999999997","869"
"112","86","730.79","62847.939999999995","1000"
"113","49","3607.32","176758.68000000002","342"
"114","91","844.92","76887.72","1198"
"115","55","4404.00","242220.0","88"
"116","94","4793.72","450609.68000000005","1838"
"117","16","4392.91","70286.56","613"
"118","78","4407.62","343794.36","1641"
"119","88","2511.86","221043.68000000002","1173"
"120","24","2542.63","61023.12","239"
"121","39","1942.25","75747.75","249"
"122","78","3573.08","278700.24","1524"
"123","30","2134.47","64034.09999999999","539"
"124","10","677.31","6773.099999999999","800"
"125","96","1488.95","142939.2","722"
"126","70","1749.22","122445.40000000001","33"
"127","37","2395.90","88648.3","1088"
"128","50","2061.98","103099.0","1390"
"129","62","4758.70","295039.39999999997","679"
"130","33","3528.33","116434.89","435"
"131","62","3759.93","233115.66","1069"
"132","69","2643.31","182388.38999999998","1542"
"133","6","1844.74","11068.44","16"
"134","2","2042.10","4084.2","1415"
"135","100","4916.52","491652.00000000006","1622"
"136","49","498.68","24435.32","1515"
"137","99","3299.74","326674.25999999995","966"
"138","51","589.02","30040.02","824"
"139","84","1015.28","85283.52","551"
"140","23","1594.79","36680.17","257"
"141","60","4605.41","276324.6","291"
"142","43","3623.80","155823.4","1310"
"143","44","3647.87","160506.28","1914"
"144","43","2175.44","93543.92","1634"
"145","30","1043.85","31315.499999999996","1411"
"146","14","4576.93","64077.020000000004","1850"
"147","65","1786.56","116126.4","1573"
"148","1","2872.64","2872.64","807"
"149","65","1598.71","103916.15000000001","1976"
"150","6","4732.45","28394.699999999997","1060"
"151","67","619.60","41513.200000000004","309"
"152","26","2045.84","53191.84","1090"
"153","68","4900.05","333203.4","630"
