"0","0","64"
"0","1","50"
"0","2","67"
"0","3","47"
"0","4","62"
"0","5","100"
"0","6","27"
"0","7","93"
"0","8","48"
"0","9","13"
"1","0","71"
"1","1","85"
"1","2","96"
"1","3","35"
"1","4","63"
"1","5","6"
"1","6","80"
"1","7","28"
"1","8","44"
"1","9","17"
"2","0","57"
"2","1","22"
"2","2","89"
"2","3","95"
"2","4","38"
"2","5","32"
"2","6","25"
"2","7","87"
"2","8","37"
"2","9","12"
"3","0","82"
"3","1","28"
"3","2","93"
"3","3","30"
"3","4","28"
"3","5","18"
"3","6","49"
"3","7","53"
"3","8","41"
"3","9","11"
"4","0","69"
"4","1","26"
"4","2","29"
"4","3","54"
"4","4","6"
"4","5","13"
"4","6","16"
"4","7","46"
"4","8","90"
"4","9","58"
"5","0","80"
"5","1","97"
"5","2","6"
"5","3","19"
"5","4","9"
"5","5","50"
"5","6","12"
"5","7","67"
"5","8","16"
"5","9","52"
"6","0","85"
"6","1","92"
"6","2","14"
"6","3","27"
"6","4","13"
"6","5","1"
"6","6","81"
"6","7","13"
"6","8","79"
"6","9","61"
"7","0","33"
"7","1","81"
"7","2","85"
"7","3","8"
"7","4","54"
"7","5","66"
"7","6","99"
"7","7","55"
"7","8","13"
"7","9","3"
"8","0","21"
"8","1","33"
"8","2","57"
"8","3","39"
"8","4","26"
"8","5","65"
"8","6","5"
"8","7","52"
"8","8","31"
"8","9","66"
"9","0","68"
"9","1","49"
"9","2","66"
"9","3","58"
"9","4","97"
"9","5","88"
"9","6","8"
"9","7","33"
"9","8","16"
"9","9","0"
"10","0","100"
"10","1","64"
"10","2","76"
"10","3","15"
"10","4","54"
"10","5","58"
"10","6","56"
"10","7","7"
"10","8","63"
"10","9","27"
"11","0","63"
"11","1","39"
"11","2","80"
"11","3","19"
"11","4","15"
"11","5","61"
"11","6","51"
"11","7","10"
"11","8","67"
"11","9","31"
"12","0","41"
"12","1","18"
"12","2","29"
"12","3","49"
"12","4","100"
"12","5","73"
"12","6","91"
"12","7","46"
"12","8","41"
"12","9","77"
"13","0","83"
"13","1","45"
"13","2","26"
"13","3","11"
"13","4","22"
"13","5","64"
"13","6","48"
"13","7","22"
"13","8","69"
"13","9","91"
"14","0","92"
"14","1","90"
"14","2","27"
"14","3","49"
"14","4","51"
"14","5","75"
"14","6","67"
"14","7","87"
"14","8","59"
"14","9","25"
"15","0","94"
"15","1","95"
"15","2","46"
"15","3","62"
"15","4","18"
"15","5","61"
"15","6","59"
"15","7","3"
"15","8","30"
"15","9","81"
"16","0","20"
"16","1","93"
"16","2","22"
"16","3","59"
"16","4","71"
"16","5","98"
"16","6","93"
"16","7","43"
"16","8","39"
"16","9","17"
"17","0","3"
"17","1","31"
"17","2","55"
"17","3","55"
"17","4","82"
"17","5","33"
"17","6","85"
"17","7","50"
"17","8","70"
"17","9","93"
"18","0","77"
"18","1","70"
"18","2","58"
"18","3","62"
"18","4","97"
"18","5","84"
"18","6","0"
"18","7","8"
"18","8","36"
"18","9","6"
"19","0","82"
"19","1","65"
"19","2","12"
"19","3","7"
"19","4","39"
"19","5","90"
"19","6","47"
"19","7","86"
"19","8","67"
"19","9","0"
"20","0","86"
"20","1","63"
"20","2","1"
"20","3","96"
"20","4","84"
"20","5","98"
"20","6","69"
"20","7","77"
"20","8","96"
"20","9","43"
"21","0","93"
"21","1","74"
"21","2","57"
"21","3","75"
"21","4","84"
"21","5","69"
"21","6","76"
"21","7","74"
"21","8","17"
"21","9","35"
"22","0","42"
"22","1","9"
"22","2","86"
"22","3","60"
"22","4","4"
"22","5","31"
"22","6","26"
"22","7","75"
"22","8","3"
"22","9","46"
"23","0","19"
"23","1","9"
"23","2","80"
"23","3","14"
"23","4","76"
"23","5","68"
"23","6","78"
"23","7","77"
"23","8","31"
"23","9","28"
"24","0","78"
"24","1","71"
"24","2","17"
"24","3","52"
"24","4","37"
"24","5","49"
"24","6","28"
"24","7","9"
"24","8","55"
"24","9","43"
"25","0","68"
"25","1","98"
"25","2","87"
"25","3","1"
"25","4","6"
"25","5","11"
"25","6","51"
"25","7","94"
"25","8","50"
"25","9","26"
"26","0","8"
"26","1","3"
"26","2","27"
"26","3","36"
"26","4","17"
"26","5","97"
"26","6","14"
"26","7","83"
"26","8","6"
"26","9","3"
"27","0","32"
"27","1","88"
"27","2","14"
"27","3","3"
"27","4","38"
"27","5","81"
"27","6","93"
"27","7","58"
"27","8","68"
"27","9","12"
"28","0","97"
"28","1","84"
"28","2","98"
"28","3","14"
"28","4","66"
"28","5","64"
"28","6","37"
"28","7","61"
"28","8","11"
"28","9","47"
"29","0","81"
"29","1","42"
"29","2","49"
"29","3","56"
"29","4","83"
"29","5","22"
"29","6","73"
"29","7","91"
"29","8","99"
"29","9","15"
