"2","0","10"
"4","1","2"
"4","2","3"
"1","3","4"
"4","4","4"
"4","5","5"
"1","6","9"
"1","7","1"
"3","8","3"
"0","9","9"
"3","10","9"
"1","11","8"
"0","12","2"
"1","13","0"
"1","14","2"
"1","15","9"
"0","16","9"
"4","17","7"
"0","18","2"
"2","19","0"
"3","20","7"
"1","21","4"
"1","22","5"
"1","23","2"
"4","24","4"
"2","25","6"
"1","26","10"
"0","27","2"
"1","28","10"
"0","29","1"
"3","30","10"
"4","31","0"
"4","32","4"
"4","33","4"
"2","34","6"
"3","35","1"
"4","36","3"
"3","37","7"
"0","38","6"
"3","39","8"
"1","40","10"
"2","41","4"
"2","42","3"
"3","43","0"
"2","44","10"
"3","45","4"
"4","46","10"
"3","47","3"
"1","48","1"
"0","49","3"
"3","50","6"
"1","51","5"
"0","52","4"
"3","53","5"
"1","54","6"
"4","55","9"
"1","56","1"
"2","57","5"
"0","58","0"
"4","59","10"
"1","60","10"
"1","61","10"
"1","62","8"
"2","63","3"
"1","64","7"
"4","65","5"
"4","66","7"
"0","67","9"
"3","68","7"
"4","69","2"
"0","70","2"
"1","71","6"
"1","72","4"
"0","73","10"
"0","74","1"
"3","75","0"
"0","76","2"
"2","77","10"
"4","78","1"
"3","79","7"
"4","80","7"
"4","81","7"
"4","82","7"
"1","83","1"
"4","84","0"
"0","85","3"
"4","86","4"
"3","87","1"
"4","88","5"
"1","89","0"
"2","90","10"
"2","91","10"
"0","92","1"
"2","93","10"
"4","94","8"
"2","95","2"
"4","96","4"
"4","97","1"
"0","98","8"
"3","99","0"
"2","100","8"
"2","101","7"
"2","102","6"
"3","103","2"
"2","104","2"
"3","105","7"
"3","106","9"
"1","107","2"
"4","108","8"
"0","109","7"
"4","110","0"
"4","111","1"
"1","112","7"
"3","113","5"
"0","114","1"
"0","115","2"
"4","116","5"
"4","117","6"
"0","118","3"
"0","119","0"
"4","120","1"
"3","121","10"
"0","122","9"
"4","123","6"
"4","124","9"
"3","125","8"
"4","126","6"
"1","127","4"
"0","128","10"
"0","129","2"
"1","130","3"
"4","131","1"
"3","132","0"
"4","133","8"
"1","134","1"
"3","135","2"
"1","136","2"
"2","137","8"
"1","138","0"
"2","139","3"
"1","140","5"
"3","141","6"
"4","142","5"
"2","143","4"
"2","144","1"
"4","145","2"
"1","146","2"
"2","147","9"
"1","148","5"
"0","149","9"
"2","150","0"
"4","151","8"
"1","152","0"
"4","153","6"
"3","154","1"
"1","155","3"
"3","156","5"
"1","157","1"
"4","158","5"
"4","159","9"
"2","160","0"
"1","161","5"
"0","162","6"
"2","163","5"
"1","164","5"
"3","165","2"
"4","166","3"
"3","167","3"
"0","168","8"
"3","169","6"
"0","170","8"
"2","171","6"
"0","172","4"
"0","173","8"
"4","174","8"
"2","175","1"
"1","176","5"
"0","177","10"
"3","178","3"
"2","179","9"
"4","180","9"
"2","181","3"
"3","182","5"
"3","183","5"
"3","184","7"
"2","185","5"
"3","186","2"
"4","187","2"
"3","188","1"
"2","189","1"
"0","190","8"
"3","191","8"
"3","192","5"
"2","193","4"
"1","194","3"
"3","195","9"
"0","196","9"
"1","197","10"
"2","198","3"
"4","199","4"
"2","200","6"
"4","201","9"
"1","202","4"
"1","203","3"
"1","204","5"
"3","205","2"
"1","206","2"
"1","207","1"
"0","208","0"
"3","209","8"
"1","210","7"
"0","211","3"
"3","212","5"
"3","213","9"
"0","214","3"
"2","215","10"
"2","216","6"
"3","217","7"
"3","218","0"
"3","219","0"
"0","220","1"
"1","221","4"
"3","222","2"
"1","223","3"
"4","224","4"
"1","225","5"
"3","226","1"
"0","227","3"
"3","228","7"
"4","229","3"
"0","230","9"
"0","231","10"
"0","232","3"
"2","233","2"
"4","234","8"
"4","235","6"
"1","236","0"
"2","237","10"
"4","238","9"
"2","239","1"
"4","240","9"
"2","241","4"
"1","242","10"
"0","243","3"
"3","244","0"
"1","245","7"
"3","246","7"
"3","247","7"
"3","248","7"
"4","249","6"
"1","250","9"
"0","251","9"
"4","252","2"
"1","253","3"
"3","254","0"
"3","255","6"
"0","256","1"
"0","257","0"
"0","258","1"
"2","259","1"
"1","260","4"
"1","261","4"
"3","262","7"
"0","263","4"
"0","264","6"
"2","265","3"
"2","266","2"
"0","267","4"
"3","268","4"
"2","269","9"
"1","270","8"
"1","271","1"
"3","272","5"
"1","273","2"
"3","274","6"
"2","275","0"
"4","276","0"
"2","277","7"
"4","278","7"
"4","279","4"
"4","280","1"
"3","281","5"
"2","282","7"
"4","283","2"
"4","284","6"
"1","285","9"
"4","286","0"
"0","287","9"
"3","288","2"
"0","289","0"
"0","290","9"
"2","291","2"
"2","292","8"
"3","293","7"
"0","294","0"
"3","295","1"
"2","296","1"
"4","297","6"
"0","298","0"
"3","299","0"
"1","300","6"
"3","301","9"
"3","302","5"
"2","303","8"
"3","304","6"
"1","305","2"
"0","306","9"
"1","307","2"
"3","308","5"
"2","309","7"
"1","310","7"
"3","311","2"
"2","312","2"
"4","313","2"
"4","314","6"
"4","315","10"
"3","316","10"
"1","317","9"
"3","318","8"
"4","319","7"
"2","320","5"
"3","321","8"
"1","322","3"
"2","323","4"
"2","324","3"
"0","325","7"
"2","326","2"
"3","327","0"
"3","328","10"
"3","329","6"
"1","330","6"
"2","331","6"
"2","332","10"
"4","333","1"
"1","334","10"
"2","335","0"
"4","336","8"
"4","337","1"
"0","338","6"
"3","339","1"
"0","340","9"
"4","341","6"
"3","342","3"
"2","343","0"
"2","344","9"
"3","345","0"
"0","346","10"
"1","347","9"
"3","348","5"
"2","349","2"
"3","350","7"
"1","351","2"
"1","352","2"
"1","353","6"
"4","354","1"
"3","355","2"
"0","356","5"
"2","357","6"
"0","358","9"
"3","359","8"
"2","360","7"
